"Nome Conteúdo",	"URL1",	"URL2"

"Latex e Beamer criação de slides", "http://www.telecom.uff.br/pet/petws/downloads/tutoriais/beamer/tut_beamer_2k100205.pdf"
"Latex Examples", "https://texample.net/"
"Latex Draw", "https://latexdraw.com/how-to-draw-venn-diagrams-in-latex/"
"Resolução de Exercícios do Libro Geometria Analitica de Paulo Winterle", "https://acervodigital.ufpr.br/bitstream/handle/1884/58398/ResolucaoVetoresGAwinterle0.pdf?sequence=1&isAllowed=y"
"Resolulçaõ de Exercícios de Geometria Analítica", "http://joinville.ifsc.edu.br/~julio.tomio/Geometria%20Analitica/Mat%20Ensino%2003%20-%20Vetores%20e%20Algebra%20Vetorial%20RESOL%20EXERC%202017-1.pdf"
"Álgebra Vetorial e Geometria Analitica", "http://www.ime.unicamp.br/~deleo/MA141/ld02.pdf"
