ID,Título,Autor,Ano de Publicação,Tipo,Categoria,Subcategoria,Assunto,Idioma,ISBN,Editora,Sumário,Descrição,Link Principal,Link Secundário
-,Notas de Disciplina de Cálculo Numérico,Leonardo F. Guidi,2017,Ebook,Ciências Exatas e da Natureza,Matemática,Calculo Numérico,Português,-,-,-,Notas de aula do professor Guidi do Instituto de Matemática da UFRGS para disciplina de cálculo numérico.,,http://www.mat.ufrgs.br/~guidi/grad/MAT01169/calculo_numerico.pdf
